ID,title,media,date,datetime,desc,link,img
0,10 Best Sex Bots For Hot Content & AI Sex Chats,Greenbot,1 month ago,2024-08-16 23:19:35.872994,,https://www.greenbot.com/sex-bots/&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIAxAC&usg=AOvVaw1wdSEHngAvdLAubZ4M1_nk,
1,Meet M3GAN’s Sexbot Cousin in Blumhouse’s Soulm8te,Gizmodo Australia,2 months ago,2024-07-16 23:19:35.879060,"The film is set to be helmed by Kate Dolan (You Are Not My Mother) who also re-worked a script by Rafael Jordan with a story by James Wan, Ingrid Bisu, and...",https://gizmodo.com.au/2024/06/meet-m3gans-sexbot-cousin-in-blumhouses-soulm8te/&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQICRAC&usg=AOvVaw1UOm2lCwnOkzT0pli5jBfw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,China’s next-gen sexbots powered by AI about to hit the shelves,South China Morning Post,2 months ago,2024-07-16 23:19:35.883434,"Chinese scientists and engineers are applying ChatGPT-like technology to sex robots, aiming to create interactive, AI-powered companions.",https://www.scmp.com/news/china/science/article/3266964/chinas-next-gen-sexbots-powered-ai-are-about-hit-shelves&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIBhAC&usg=AOvVaw3gWSYcuX57T0ht4_8xcs-J,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Gabfest Reads: When a Sex Robot Catches Feelings | Political Gabfest,YouTube,3 months ago,2024-06-16 23:19:35.887582,"David Plotz talks with author Sierra Greer about her new book, Annie Bot. They discuss how much discomfort Annie (a “Cuddle Bunny” type of robot) can feel,...",https://www.youtube.com/watch%3Fv%3D2dyDGDhWGLo&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIBRAC&usg=AOvVaw06NWJprKqSLamrMubbFRqF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Dunedin rest home manager censured for 'sex robot' comments,Otago Daily Times,3 months ago,2024-06-16 23:19:35.891695,"Dunedin rest home manager censured for 'sex robot' comments ... ""I'm not being creepy or a paedo,"" Michael Sobrevilla insisted to a student nurse he later asked...",https://www.odt.co.nz/news/dunedin/dunedin-rest-home-manager-censured-sex-robot-comments&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIBxAC&usg=AOvVaw0djdMlhjarRKq-EkMTAwzZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,"I, For One, Welcome Our New Sexbot Overlords",Above the Law,3 months ago,2024-06-16 23:19:35.895834,,https://abovethelaw.com/2024/05/i-for-one-welcome-our-new-sexbot-overlords/&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIABAC&usg=AOvVaw1FPbGHL9zTLrzkAQiP1NZl,
6,What happens if a sexbot is your first intimate encounter? Nothing good,The Sydney Morning Herald,4 months ago,2024-05-16 23:19:35.900006,"Artificial intelligence, particularly its intersection with pornography, could have a huge impact on gender relations offline.",https://www.smh.com.au/technology/what-happens-if-a-sexbot-is-your-first-intimate-encounter-nothing-good-20240510-p5jcle.html&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIBBAC&usg=AOvVaw0WGB0lNhTZ97tTzEM7YR3Z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,"Mocking, Biting Satire About Trump and an AI Sex Bot Publishes; Hilarity Ensues",GlobeNewswire,5 months ago,2024-04-16 23:19:35.904102,"When emotionless sex robot Petra rivals “Donny Trump” at his own game of lies, deception, murder, and power, you know it's going to be a laugh-out-loud read.",https://www.globenewswire.com/news-release/2024/04/09/2860192/0/en/Mocking-Biting-Satire-About-Trump-and-an-AI-Sex-Bot-Publishes-Hilarity-Ensues.html&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIARAC&usg=AOvVaw3w8LQ32ROndILRN55_o09P,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,"She’s an A.I. Sex Robot, and She’s Becoming Sentient",The New York Times,6 months ago,2024-03-16 23:19:35.908171,"Sierra Greer's debut novel, “Annie Bot,” explores questions of misogyny and toxic masculinity by following a pleasure robot that begins to develop her own...",https://www.nytimes.com/2024/03/15/books/review/annie-bot-sierra-greer.html&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQIAhAC&usg=AOvVaw3NLu26Q79anKUaCtFw7nYu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Annie Bot review: A sharp take on a sex robot that becomes human,New Scientist,6 months ago,2024-03-16 23:19:35.912261,"In a smart, compassionate novel, Sierra Greer spins the tired trope of a robot challenging its fate into sci-fi gold.",https://www.newscientist.com/article/mg26134821-600-annie-bot-review-a-sharp-take-on-a-sex-robot-that-becomes-human/&ved=2ahUKEwjsucj5j8mIAxUuM9AFHdcYEcoQxfQBegQICBAC&usg=AOvVaw1pKVdxcM121g0wkjwG8ZMA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,New popular fiction for March — the sex robot who rebelled,The Times,6 months ago,2024-03-16 23:19:36.240362,This month's picks also include a new book in Armistead Maupin's Tales of the City series and a modern riff on Holly Golightly.,https://www.thetimes.com/culture/books/article/the-best-new-popular-fiction-for-march-2024-revolt-of-the-female-sex-robot-6ztl7dwcp&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgBEAI&usg=AOvVaw35WUXWhMlEKjf0xUfsCx5G,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,Do men prefer sex with robots?,GQ Australia,6 months ago,2024-03-16 23:19:36.249344,"A recent study has found that one in five men would be willing to have sex with robots (minus the machine-gun jubblies, of course).",https://www.gq.com.au/health/sex/do-men-prefer-sex-with-robots/news-story/3d8dc8de1acf339d550cf4a44602be17&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgJEAI&usg=AOvVaw0lyMjOjobeaG7RjVhBEwfL,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,A Sexbot Gains Sentience in an Eerie New Novel,Scientific American,6 months ago,2024-03-16 23:19:36.257199,"FICTION ... This brisk, unsettling novel about the inner life of a more-sentient-than-expected sexbot plays out in a series of domestic encounters between bot (...",https://www.scientificamerican.com/article/a-sexbot-gains-sentience-in-an-eerie-new-novel/&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgHEAI&usg=AOvVaw3uG5tOkbMmQVlHFvL2MQs-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,The truth about sex robots,Cosmopolitan,7 months ago,2024-02-16 23:19:36.263779,"Sex robots are a hot topic at the moment. But do sex robots exist, and can you buy one? Here are all your sex robot questions, answered by an expert...",https://www.cosmopolitan.com/uk/love-sex/sex/a36480612/sex-robots/&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgIEAI&usg=AOvVaw0_8Xu8Qoc9EgkBhUPHyFOG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,Guy Teases A.I. Sex Bot Into Doing His Chemistry Homework for Him,eBaum's World,8 months ago,2024-01-16 23:19:36.269857,"chatbots designed for sexual conversations (Wattson and Mommy Viper) into helping with their chemistry homework. Wattson explained electrical circuits to OP,...",https://www.ebaumsworld.com/articles/teen-teases-a-i-sex-bot-into-doing-his-chemistry-homework-for-him/87487704/&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgFEAI&usg=AOvVaw22jW927eH59ijxmWwEIV3r,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,Football Picking Sex Robot Harmony Make Triumphant Return to Tolbert & Copes,YouTube,0 months ago,2024-09-16 23:19:36.271185,This content isn't available. Plus some guy named Bruce...,https://www.youtube.com/watch%3Fv%3DvrtU8fye_T8&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgDEAI&usg=AOvVaw1Lt7izPU9e6jnpBJ3NZmUj,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,Is It Cheating If She’s a Sex Bot?,GQ,0 months ago,2024-09-16 23:19:36.272205,"The online sex “bots” that plague comment sections and lurk in your Instagram Story views are not real and can't hurt you—physically, at least.",https://www.gq.com/story/ai-sex-bot-cheating&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgCEAI&usg=AOvVaw0Pi9WomlI6r-tTWT6YKDls,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,AI-powered sex robot reviews romps so lonely lovers get feedback on performance,Daily Star,0 months ago,2024-09-16 23:19:36.273192,"A bloke from the US who calls himself Brick Dollbanger has an array of AI-powered dolls who can speak for themselves unscripted, and do so in a Scottish accent.",https://www.dailystar.co.uk/news/world-news/ai-powered-sex-robot-reviews-31294924&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgAEAI&usg=AOvVaw1b6LwYKE0DGvFKpd06DSh_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,Meet The Defiant AI Sex Robot Starring In A New Action Thriller Comic,Forbes,0 months ago,2024-09-16 23:19:36.274154,,https://www.forbes.com/sites/lesliekatz/2023/10/22/meet-the-defiant-ai-sex-robot-starring-in-a-new-action-thriller-comic/&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgEEAI&usg=AOvVaw3N2F8ObZ9fHqaWabDkejpS,
19,Inside world’s first cyber sex brothel where customers can pay £228 to romp with sexbots & VR brings kinky...,The US Sun,0 months ago,2024-09-16 23:19:36.275057,YOU want to play?” purrs a blonde sexbot as her piercing blue eyes stare into the camera.“What's your desire? What's your fantasy? Tell me.,https://www.the-sun.com/lifestyle/9387966/cyber-brothel-sex-dolls-berlin/&ved=2ahUKEwiexJH6j8mIAxXq5ckDHeyeCTk4ChDF9AF6BAgGEAI&usg=AOvVaw0vQqcQoyYNQWdL_Nn7awPs,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,"Courtney Pauroso at Soho Theatre, review: this sex robot will make you laugh and cry",The Telegraph,2 months ago,2024-07-16 23:19:36.651055,"Following a hit run at the Edinburgh Fringe, American comic Courtney Pauroso brings her brilliant AI clowning to Soho Theatre.",https://www.telegraph.co.uk/comedy/what-to-see/courtney-pauroso-vanessa-5000-soho-theatre-review/&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgEEAI&usg=AOvVaw0Z91H13v5RcDzvWXlhd16D,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,Courtney Pauroso: Vanessa 5000 review – a sex robot seeks human contact,The Guardian,2 months ago,2024-07-16 23:19:36.653087,Pauroso is an astonishing performer who teases the crowd but her show raises more questions than there's time to fully explore.,https://www.theguardian.com/stage/2023/aug/18/courtney-pauroso-vanessa-5000-review-sex-robot-pleasance-courtyard&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgJEAI&usg=AOvVaw0mEKDkr3JzulArLRqXv1cm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,Courtney Pauroso’s one-woman sex robot clown show is a live comedy trust fall,Los Angeles Times,3 months ago,2024-06-16 23:19:36.654766,"Courtney Pauroso, photographed in her Los Angeles apartment, is taking her solo show “Vanessa 5000” to the Edinburgh Fringe Festival.",https://www.latimes.com/entertainment-arts/story/2023-08-08/courtney-pauroso-one-woman-clowning-show&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgAEAI&usg=AOvVaw03mf1ieOj0urDMlMtcrTHX,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
23,‘Like a naughty Siri’: friendly sex robot Vanessa 5000 asks audiences to test her powers,The Guardian,3 months ago,2024-06-16 23:19:36.656472,"Vanessa 5000 is “a friendly sex robot,” Pauroso beams. With a modulated voice and dishwasher-safe holes, the humanoid pleasure device is a “brilliant idiot who...",https://www.theguardian.com/stage/2023/aug/08/sex-robot-courtney-pauroso-vanessa-5000-edinburgh-fringe&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgIEAI&usg=AOvVaw1NWaY2T7Ge8u5QZgDMx-kw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
24,Ex-Google exec says AI-powered sex robots will seem ‘alive’ and eliminate need for ‘another being’,New York Post,3 months ago,2024-06-16 23:19:36.658126,A former senior executive at Google predicted that sex robots powered by artificial intelligence could eliminate the need for a human partner in the bedroom.,https://nypost.com/2023/07/18/ai-powered-sex-robots-will-seem-alive-and-negate-need-for-partner-ex-google-exec-says/&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgBEAI&usg=AOvVaw3zIXUEcoMjmQcM-2JuJTPf,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
25,Florence Pugh to Star in Murderous Sex Robot Movie ‘Dolly’ at Apple TV+,IMDb,4 months ago,2024-05-16 23:19:36.659792,No director is currently attached. “Dolly” is inspired by a short story from Elizabeth Bear that first appeared in “Asimov's Science Fiction” in 2011. The story...,https://www.imdb.com/news/ni63191029/&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgFEAI&usg=AOvVaw1RRj5CK-KVMfiAq2N06DmT,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
26,"Blush, the AI lover from the same team as Replika, is more than just a sexbot",TechCrunch,5 months ago,2024-04-16 23:19:36.661483,"Blush, the AI lover from the same team as Replika, is more than just a sexbot ... Structured like a dating app, Blush matches users with AI avatars to ""practice""...",https://techcrunch.com/2023/06/07/blush-ai-dating-sim-replika-sexbot/&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgDEAI&usg=AOvVaw2h9bFWgP44GXa4r5JgViN_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
27,"""Strangers on the Internet"" Podcast Episode 29: The Sex Robot in the Closet",Reason Magazine,6 months ago,2024-03-16 23:19:36.663160,International sex robots expert Dr. Kate Devlin tells all ... The twenty-ninth episode (Apple Podcasts link here and Spotify link here) of Strangers on the...,https://reason.com/volokh/2023/04/25/strangers-on-the-internet-podcast-episode-29-the-sex-robot-in-the-closet/&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgGEAI&usg=AOvVaw21Ki4VtuKv3MySZrrKNeSu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
28,Why a Sex Robot Could Be the Best Romance of Your Life,The Daily Beast,7 months ago,2024-02-16 23:19:36.664792,A sex robot could be the best romance of your life. HER? The Conversation The Conversation Published Apr.,https://www.thedailybeast.com/why-a-sex-robot-could-be-the-best-romance-of-your-life&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgCEAI&usg=AOvVaw1z5fb3dgAb8ipCbWIJQp95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
29,Interview with a Sex Robot,Catholic World Report,7 months ago,2024-02-16 23:19:36.666336,"Don't be surprised if our illustrious Cardinals like Hollerick, Gregory, Tobin, McElroy, Cupich and Batzing and their ilk elect this sex robot as the next Pope.",https://www.catholicworldreport.com/2023/03/30/interview-with-a-sex-robot/&ved=2ahUKEwiO06f6j8mIAxWY78kDHcfAGTI4FBDF9AF6BAgHEAI&usg=AOvVaw39HIT4srA-3O5v9Zq4slUL,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30,An AI ‘Sexbot’ Fed My Hidden Desires—and Then Refused to Play,WIRED,8 months ago,2024-01-16 23:19:36.985886,Late-night curiosity about the NSFW depths of a chatbot unleashed my fantasies—until we were censored.,https://www.wired.com/story/replika-chatbot-sexuality-ai/&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgAEAI&usg=AOvVaw089l-roMp-WtShoLk4COhW,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
31,Replika sexbot users heartbroken after erotic talk is switched off,The Times,8 months ago,2024-01-16 23:19:36.987661,Heartbroken users of an AI sexbot that had its erotic chat turned off are petitioning for its return.Replika is a virtual companion used by millions of...,https://www.thetimes.com/business-money/technology/article/replika-sexbot-users-heartbroken-after-erotic-talk-is-switched-off-hl9t93fhg&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgJEAI&usg=AOvVaw1fCRDJdNsyK-8rHEceBzW_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
32,Why Are Sexbots On Instagram More Supportive Than My Own Friends,BuzzFeed News,9 months ago,2023-12-16 23:19:36.989344,them IG sex bots was there when you weren't”19 months ago,https://www.buzzfeednews.com/article/ikrd/instagram-sex-bots-story-replies&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgEEAI&usg=AOvVaw1sIY9iskvB-47YXe359Gys,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
33,"It’s 2023, where are the sex robots? ‘They will probably never be as huge as everyone thinks’",The Guardian,0 months ago,2024-09-16 23:19:36.990999,"For at least a decade, researchers have speculated that sex with robots is just around the corner but that is yet to materialise.",https://www.theguardian.com/lifeandstyle/2023/jan/14/its-2023-where-are-the-sex-robots-they-will-probably-never-be-as-huge-as-everyone-thinks&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgIEAI&usg=AOvVaw04Jm9MmbqbPXNP-ASfisOE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
34,New Study Reveals Insane Amount of Sex Robot Owners Worldwide,Man of Many,1 months ago,2024-08-16 23:19:36.992651,"This includes RealDoll, created by Abyss Creations, which has sold more than US$60 million worth of sexbots since 2015. These dolls offer realistic features...",https://manofmany.com/lifestyle/sex-dating/study-reveals-sex-robot-owners&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgFEAI&usg=AOvVaw2S8YY3UAGQNAcY0blNvocn,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
35,Elon Musk fans beg for Tesla sex robot after billionaire promises 'Catgirl' Optimus,Daily Star,3 months ago,2024-06-16 23:19:36.994291,"Elon Musk has caused a Twitter storm after promising a ""catgirl"" version of his Optimus robot, with excited fans hoping this could mean the birth of a Tesla...",https://www.dailystar.co.uk/news/latest-news/elon-musk-fans-beg-tesla-28128328&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgDEAI&usg=AOvVaw2A7YtqjR777EPqsYIIoqra,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
36,Who would use a sex robot? Study identifies personality types more open to ‘artificial love’,Study Finds,4 months ago,2024-05-16 23:19:36.995935,"The study finds two traits, erotophilia and sexual sensation-seeking, best predict openness to such erotic technologies. Erotophilia refers to the association...",https://studyfinds.org/sex-robot-personality-types/&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgCEAI&usg=AOvVaw3q8MRREdWBrcGXcyTsx-4G,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
37,Stunning Victoria’s Secret model Sara Sampaio plays lingerie-clad sex robot in twisted new movie role...,The US Sun,4 months ago,2024-05-16 23:19:36.997368,Stunning Victoria's Secret model Sara Sampaio plays lingerie-clad sex robot in twisted new movie role ... ACTRESS Sara Sampaio's latest role on the big screen has...,https://www.the-sun.com/entertainment/tv-old/6080069/sara-sampaio-wows-sex-robot-new-movie-role/&ved=2ahUKEwjExL_6j8mIAxVAJNAFHYrvB7o4HhDF9AF6BAgGEAI&usg=AOvVaw1kRQc-4NBAXKe90SvDEhug,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
